"AD_PERFORMANCE_REPORT (Apr 1, 2022-Apr 30, 2022)"
, --, --, --,, --,,,Responsive search ad,590097485687,1302,13,18173680,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,1.00%,2022-04-11
, --, --, --,, --,,,Responsive search ad,590097485687,367,3,4423770,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,0.82%,2022-04-16
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,1567,27,17382433,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.72%,2022-04-24
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,15480,164,179350000,4.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.06%,2022-04-30
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,6500,72,88439042,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.11%,2022-04-01
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,19010,306,180524652,1.40, --, --, --, --, --, --, --, --, --, --, --, --, --,1.61%,2022-04-06
, --, --, --,, --,,,Responsive search ad,590097485687,372,9,15282839,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,2.42%,2022-04-15
, --, --, --,, --,,,Responsive search ad,590097485687,131,6,11480000,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,4.58%,2022-04-20
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,3098,43,29139618,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.39%,2022-04-22
, --, --, --,, --,,,Responsive search ad,590097485687,777,7,27564686,1.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,0.90%,2022-04-04
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,11927,171,71822594,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.43%,2022-04-15
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,2860,37,39031007,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.29%,2022-04-19
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,40,0,0,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,0.00%,2022-04-26
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,1518,17,6206419,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.12%,2022-04-18
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,21860,260,74637727,3.00, --, --, --, --, --, --, --, --, --, --, --, --, --,1.19%,2022-04-17
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,2122,20,12520000,0.00, --, --, --, --, --, --, --, --, --, --, --, --, --,0.94%,2022-04-25
, --, --, --,, --,,,Responsive search ad,590097485687,316,1,2217286,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,0.32%,2022-04-01
, --, --, --,, --,,,Responsive search ad,590097485687,33,4,15070000,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,12.12%,2022-04-09
, --, --, --,, --,,,Responsive search ad,590097485687,4494,14,22202556,1.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,0.31%,2022-04-06
, --, --, --,, --,,,Responsive search ad,590097485687,2278,16,12145895,0.00,"[{""assetText"":""{KeyWord:undermount kitchen sink}"",""assetId"":36092219094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fast Shipping | Secure Payment"",""assetId"":36092219085,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Undermount Kitchen Sinks"",""assetId"":36092219088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""With Lifetime Warranty"",""assetId"":17913150578,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Buy Kitchen Sinks"",""assetId"":36092219100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Sinks"",""assetId"":36090546369,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Starts @ $96 Only"",""assetId"":36092219097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% American Company"",""assetId"":36092219091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Reliable Top Quality Product"",""assetId"":36092219103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""100% Money Back Guarantee"",""assetId"":17985336854,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",undermount sink, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_installation=Installation%3A%20Undermount""]", --, --, --, --, --, --,0.70%,2022-04-17
, --, --, --,, --,,,Shopping ad (goal-optimized),490562103776,12310,131,162871013,0.60, --, --, --, --, --, --, --, --, --, --, --, --, --,1.06%,2022-04-29
, --, --, --,, --,,,Responsive search ad,594010352862,91,10,59660000,0.00,"[{""assetText"":""Kralsu Faucet"",""assetId"":37726868656,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Wholesale Kitchen Faucets"",""assetId"":37726868626,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Best ADA Kitchen Sinks"",""assetId"":37726868641,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Kitchen & Bath ADA sinks"",""assetId"":37726868644,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Kitchen Sinks Available"",""assetId"":17985336869,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADD stainless steel sink"",""assetId"":37726868647,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Double Bowl Kitchen Sink"",""assetId"":37726868635,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Single Bowl Kitchen Sink"",""assetId"":37726868629,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Wheelchair Accessible Sinks"",""assetId"":37726868650,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Kitchen & Bath Products"",""assetId"":37726868653,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Best in Kitchen & Bath Sinks"",""assetId"":37726868638,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""High-Quality Plumbing Products"",""assetId"":37726868632,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""ADA Compliant Kitchen Sink"",""assetId"":12442161306,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Kralsu.com Wholesale Kitchen and Bathroom Faucets, Sinks and Accessories"",""assetId"":17985336866,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Sinks and Accessories– KralSu Sink and Faucet Supplies"",""assetId"":35694740487,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Top Ways To Choose The Best Working Kitchen Designs"",""assetId"":35694740484,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Kral Su Is One Of The Internet's Best Source For Plumbing Products."",""assetId"":37726868623,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]", --, --, --, --,"[""https://www.kralsu.com/collections/kitchen-sinks?_=pf&pf_t_depth=Depth%3A%20ADA%20compatible""]", --, --, --, --, --, --,10.99%,2022-04-24
